surface	mode	path	driver	width	height	textless	md5	measurement	heuristic
station_04	key_object	reports/pkg_0183/visual/station_04__key_object.png	Windows	640	360	false	ee0b6a0c1ae63ef203e99caae50458b9	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_04	interaction	reports/pkg_0183/visual/station_04__interaction.png	Windows	640	360	false	7f386a75945612bfabfbd62747d77d60	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_04	m3_mono	reports/pkg_0183/visual/station_04__m3_mono.png	Windows	640	360	true	3cc1bb117ea2e4a3b3235ce3321a9e05	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_05	normal	reports/pkg_0183/visual/station_05__normal.png	Windows	640	360	false	2691fba4173badf27098f619beb41d50	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_05	key_object	reports/pkg_0183/visual/station_05__key_object.png	Windows	640	360	false	686526bad1068f460b4d1010f6672a7e	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_05	interaction	reports/pkg_0183/visual/station_05__interaction.png	Windows	640	360	false	3c2211200ecd45dea5625885df062e30	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_05	m3_mono	reports/pkg_0183/visual/station_05__m3_mono.png	Windows	640	360	true	888e426a42bf0f9f9ea68d5bc8f09c21	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_06	normal	reports/pkg_0183/visual/station_06__normal.png	Windows	640	360	false	c6ebaa18b040b5fdbaa31f51d15dd061	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_06	key_object	reports/pkg_0183/visual/station_06__key_object.png	Windows	640	360	false	d39d85678c7cbe4b07670339e6c35b81	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_06	interaction	reports/pkg_0183/visual/station_06__interaction.png	Windows	640	360	false	76717134e65bd15014f9c50391b5ee53	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_06	m3_mono	reports/pkg_0183/visual/station_06__m3_mono.png	Windows	640	360	true	9f4bfce428e1c22b889b2a857b403ce5	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_07	normal	reports/pkg_0183/visual/station_07__normal.png	Windows	640	360	false	735c22d25123668b21396cc688ad0da9	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_07	key_object	reports/pkg_0183/visual/station_07__key_object.png	Windows	640	360	false	f8c364a28ee55727d965a4676afb5a96	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_07	interaction	reports/pkg_0183/visual/station_07__interaction.png	Windows	640	360	false	99de598dcdffde3220231cc22b9ecdb5	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_07	m3_mono	reports/pkg_0183/visual/station_07__m3_mono.png	Windows	640	360	true	e7ef5278809bf9ced028868c063d48b3	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_08	normal	reports/pkg_0183/visual/station_08__normal.png	Windows	640	360	false	c37d77f229463b616d00376565c10346	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_08	key_object	reports/pkg_0183/visual/station_08__key_object.png	Windows	640	360	false	a9e3c71c5f9a9f6258db5ea88030ba0b	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_08	interaction	reports/pkg_0183/visual/station_08__interaction.png	Windows	640	360	false	c7bf45dfd2938689da4c7446db22a1fe	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_08	m3_mono	reports/pkg_0183/visual/station_08__m3_mono.png	Windows	640	360	true	1ea8f0fccc35d17497dab52f3a05efa8	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_09	normal	reports/pkg_0183/visual/station_09__normal.png	Windows	640	360	false	a5e5044a935d13d5c684abbe6bdcaa7c	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_09	key_object	reports/pkg_0183/visual/station_09__key_object.png	Windows	640	360	false	acdee3a397f900f584d6f893858545d0	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_09	interaction	reports/pkg_0183/visual/station_09__interaction.png	Windows	640	360	false	95889349d7aba9f5034f4899b0ee4e18	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_09	m3_mono	reports/pkg_0183/visual/station_09__m3_mono.png	Windows	640	360	true	006258f24425bdce0d39f1cb2478fdfe	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_10	normal	reports/pkg_0183/visual/station_10__normal.png	Windows	640	360	false	ca16f31933a46cd682b2c487b3c15719	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_10	key_object	reports/pkg_0183/visual/station_10__key_object.png	Windows	640	360	false	fb282f57ceab47acc58a8b5d106c35ef	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_10	interaction	reports/pkg_0183/visual/station_10__interaction.png	Windows	640	360	false	140809edc49adeb1c80ef331de7892b3	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_10	m3_mono	reports/pkg_0183/visual/station_10__m3_mono.png	Windows	640	360	true	eebd2d97a4c3e40b67f9074798cdfa16	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_11	normal	reports/pkg_0183/visual/station_11__normal.png	Windows	640	360	false	edf1780e87af333f7408aae27035963c	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_11	key_object	reports/pkg_0183/visual/station_11__key_object.png	Windows	640	360	false	7918f0d87a971fd12dc8dfddad79dd67	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_11	interaction	reports/pkg_0183/visual/station_11__interaction.png	Windows	640	360	false	fceeacd48be09d1e38708109011fd843	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_11	m3_mono	reports/pkg_0183/visual/station_11__m3_mono.png	Windows	640	360	true	6674bfbe23b40b813973112b76ff5feb	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_12	normal	reports/pkg_0183/visual/station_12__normal.png	Windows	640	360	false	49d4c2bd7f49ebbf2730c3285e9f3be2	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_12	key_object	reports/pkg_0183/visual/station_12__key_object.png	Windows	640	360	false	79268f180168105c1c9ba48d5f159523	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_12	interaction	reports/pkg_0183/visual/station_12__interaction.png	Windows	640	360	false	4aa24f988b52a3be91af5f58a91e6675	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_12	m3_mono	reports/pkg_0183/visual/station_12__m3_mono.png	Windows	640	360	true	a220439101f7161aa949acceeed23fe8	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_13	normal	reports/pkg_0183/visual/station_13__normal.png	Windows	640	360	false	8525d7569507f633b3e34dd7bcc6db38	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_13	key_object	reports/pkg_0183/visual/station_13__key_object.png	Windows	640	360	false	7a960c103b171aae0b6b37e2fd6d6e97	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_13	interaction	reports/pkg_0183/visual/station_13__interaction.png	Windows	640	360	false	ca679280449f6eb17dcf56c181f53696	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_13	m3_mono	reports/pkg_0183/visual/station_13__m3_mono.png	Windows	640	360	true	3847be08d96b35df9dde08444719acb0	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	normal	reports/pkg_0183/visual/station_14__normal.png	Windows	640	360	false	89e041f46927bbbf18b947ddcfc92ed7	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	key_object	reports/pkg_0183/visual/station_14__key_object.png	Windows	640	360	false	80dc7ac1077be26257ccf8ed3de5448b	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	interaction	reports/pkg_0183/visual/station_14__interaction.png	Windows	640	360	false	2dba95e02f32089c23145e11583a9c5e	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	m3_mono	reports/pkg_0183/visual/station_14__m3_mono.png	Windows	640	360	true	7b91bf6ce23a83553cbed4f96c152993	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	reduced_motion	reports/pkg_0183/visual/station_14__reduced_motion.png	Windows	640	360	false	85b9468dcf6b2caf1463bf6fad50fe50	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_15	normal	reports/pkg_0183/visual/station_15__normal.png	Windows	640	360	false	7293ab980666f321d8c5f5d3508b6d05	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_15	key_object	reports/pkg_0183/visual/station_15__key_object.png	Windows	640	360	false	ccc2c9dc5c8138c9cb4b485585bcedac	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_15	interaction	reports/pkg_0183/visual/station_15__interaction.png	Windows	640	360	false	2091be536994c67a047ce292ee31d992	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_15	m3_mono	reports/pkg_0183/visual/station_15__m3_mono.png	Windows	640	360	true	eb194ffee138e27c1f67669b8074e857	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_16	normal	reports/pkg_0183/visual/station_16__normal.png	Windows	640	360	false	062ee8fa1907f445527af25f7038e430	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_16	key_object	reports/pkg_0183/visual/station_16__key_object.png	Windows	640	360	false	7ec6503e481dac9989024375b02b0218	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_16	interaction	reports/pkg_0183/visual/station_16__interaction.png	Windows	640	360	false	e74b57c1682f5d52109d9a9d7c969c16	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_16	m3_mono	reports/pkg_0183/visual/station_16__m3_mono.png	Windows	640	360	true	f1d90b9a86993b3a954dce728d63ebee	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_17	normal	reports/pkg_0183/visual/station_17__normal.png	Windows	640	360	false	bb6b3f3a6241eb879cb671dfce81d4e1	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_17	key_object	reports/pkg_0183/visual/station_17__key_object.png	Windows	640	360	false	490528efad951c1c96b82439e412687c	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_17	interaction	reports/pkg_0183/visual/station_17__interaction.png	Windows	640	360	false	d4ef5701b4e3caf78409336750e56a0f	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_17	m3_mono	reports/pkg_0183/visual/station_17__m3_mono.png	Windows	640	360	true	4b92240998028d15d289139d7da0fe9b	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_18	normal	reports/pkg_0183/visual/station_18__normal.png	Windows	640	360	false	f6fbd265decf05f6cf030f99a7459b25	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_18	key_object	reports/pkg_0183/visual/station_18__key_object.png	Windows	640	360	false	b9cfee649975bbe3c1ee56427454d561	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_18	interaction	reports/pkg_0183/visual/station_18__interaction.png	Windows	640	360	false	bee9da11d85ab86cf4fbaf612d2ad9d9	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_18	m3_mono	reports/pkg_0183/visual/station_18__m3_mono.png	Windows	640	360	true	07d5b3d6460aca8699155085c4761d34	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42a	normal	reports/pkg_0183/visual/station_42a__normal.png	Windows	640	360	false	ba491c96d808edf8fa8f58395fe25a0c	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42a	key_object	reports/pkg_0183/visual/station_42a__key_object.png	Windows	640	360	false	a602b21193fbfbed23bb1442a6b90b0e	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42a	interaction	reports/pkg_0183/visual/station_42a__interaction.png	Windows	640	360	false	4814d97d81b556688375cf5fad33202a	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42a	m3_mono	reports/pkg_0183/visual/station_42a__m3_mono.png	Windows	640	360	true	b33a0246331727c6459adb36d923003d	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42b	normal	reports/pkg_0183/visual/station_42b__normal.png	Windows	640	360	false	ef6c8636af5b5272f2c17aaa9813b645	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42b	key_object	reports/pkg_0183/visual/station_42b__key_object.png	Windows	640	360	false	434452bca5a1484b42a4a34538b0212e	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42b	interaction	reports/pkg_0183/visual/station_42b__interaction.png	Windows	640	360	false	d92261fcd8c8c0775abec60eba7bbe03	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42b	m3_mono	reports/pkg_0183/visual/station_42b__m3_mono.png	Windows	640	360	true	1fecd3e5d6e79e820432ad843aa2ac90	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42c	normal	reports/pkg_0183/visual/station_42c__normal.png	Windows	640	360	false	ad728a6d1a5dc3cc8aaa7aa6a5ed393e	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42c	key_object	reports/pkg_0183/visual/station_42c__key_object.png	Windows	640	360	false	fe5f2f93ab7a4c5524be78d1f0e3850b	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42c	interaction	reports/pkg_0183/visual/station_42c__interaction.png	Windows	640	360	false	93f8ac1e396e22db8fd36194d75e2511	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42c	m3_mono	reports/pkg_0183/visual/station_42c__m3_mono.png	Windows	640	360	true	08ea87f1e01ea0063e62e699136fb894	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_43	normal	reports/pkg_0183/visual/station_43__normal.png	Windows	640	360	false	0b7f3441d3948fc4e868d7c14c8acec4	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_43	key_object	reports/pkg_0183/visual/station_43__key_object.png	Windows	640	360	false	153545549b6eedf64796596e8ef75b58	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_43	interaction	reports/pkg_0183/visual/station_43__interaction.png	Windows	640	360	false	43235c91c15c62acb9d057bc20b5087a	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_43	m3_mono	reports/pkg_0183/visual/station_43__m3_mono.png	Windows	640	360	true	b80d7129199b53ab605fa529322d428c	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
anchor_yield	neutral	reports/pkg_0183/visual/anchor_yield__neutral.png	Windows	640	360	false	d7d763345efdbe0f7dfd140cc1d8da2d	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
anchor_yield	anchor	reports/pkg_0183/visual/anchor_yield__anchor.png	Windows	640	360	false	c1e016e76e92b0a4e003574f575b6f31	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
anchor_yield	yield_correction	reports/pkg_0183/visual/anchor_yield__yield_correction.png	Windows	640	360	false	5788384719c61ded6e10cf6eb8cb8e0d	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
