path	phase	last_line
res://reports/pkg_0194/visual_final/s15_100_034_rest.png	rest	Lena: Przerwę tak samo: po braku odpowiedzi. Za nią działać nie będę.
res://reports/pkg_0194/visual_final/s16_100_035_line.png	line	Lena: Bezpieczny analizator pokaże, co zostaje po odpowiedzi.
res://reports/pkg_0194/visual_final/s16_100_036_rest.png	rest	Lena: Bezpieczny analizator pokaże, co zostaje po odpowiedzi.
res://reports/pkg_0194/visual_final/s16_100_037_line.png	line	Lena: Odpowiedź wchodzi do analizatora. Tryb ochronny trzyma obie wersje.
res://reports/pkg_0194/visual_final/s16_100_038_line.png	line	ANALIZATOR: Dwa odczyty jednego śladu. Wybierz, co może stracić ostrość.
res://reports/pkg_0194/visual_final/s16_100_039_line.png	line	Lena: Albo szczegół spotkania z Martą — kurtka na kaloryferze. Albo dokładna sekunda próbki.
res://reports/pkg_0194/visual_final/s16_100_040_line.png	line	Lena: Jedno zostanie ostre. Drugie straci ostrość. Wybieram przy selektorze.
res://reports/pkg_0194/visual_final/s16_100_041_rest.png	rest	Lena: Jedno zostanie ostre. Drugie straci ostrość. Wybieram przy selektorze.
res://reports/pkg_0194/visual_final/s16_100_042_line.png	line	Lena: Wybieram pamięć spotkania. Kurtka na kaloryferze — to robi się niewyraźne.
res://reports/pkg_0194/visual_final/s16_100_043_line.png	line	MARTA (ŁĄCZE): Padało. Twoja kurtka była…
res://reports/pkg_0194/visual_final/s16_100_044_line.png	line	Lena: Nie dopowiadam za nią. Ubytek jest jeden, mały, mój.
res://reports/pkg_0194/visual_final/s16_100_045_rest.png	rest	Lena: Nie dopowiadam za nią. Ubytek jest jeden, mały, mój.
res://reports/pkg_0194/visual_final/s16_100_046_line.png	line	ECHO DOMU: Marta: zgłosiłam zaginięcie. Wróć, kiedy będziesz mogła.
res://reports/pkg_0194/visual_final/s16_100_047_line.png	line	Lena: Dom poszedł dalej beze mnie. Jej tam nie ma — odpowiedź idzie spomiędzy.
res://reports/pkg_0194/visual_final/s16_100_048_line.png	line	Lena: To nie podmiana. Nikt nie zamienił się ze mną miejscami.
res://reports/pkg_0194/visual_final/s16_100_049_rest.png	rest	Lena: To nie podmiana. Nikt nie zamienił się ze mną miejscami.
res://reports/pkg_0194/visual_final/s17_100_050_line.png	line	Lena: Najpierw rejestr par. Potem rozmowa o zgodzie.
res://reports/pkg_0194/visual_final/s17_100_051_rest.png	rest	Lena: Najpierw rejestr par. Potem rozmowa o zgodzie.
res://reports/pkg_0194/visual_final/s17_100_052_line.png	line	REJESTR UCP: Para 04/17: stabilizacja Równi — katastrofa Linii 4 w jej domu.
res://reports/pkg_0194/visual_final/s17_100_053_line.png	line	REJESTR UCP: Drugi koniec pary: śmierć Jakuba tam, gdzie ja go pochowałam.
res://reports/pkg_0194/visual_final/s17_100_054_line.png	line	Lena: Ktoś utrzymuje zapis. Ktoś drugi zapłacił. Korelacja to nie dowód, że ona go zabiła.
res://reports/pkg_0194/visual_final/s17_100_055_rest.png	rest	Lena: Ktoś utrzymuje zapis. Ktoś drugi zapłacił. Korelacja to nie dowód, że ona go zabiła.
res://reports/pkg_0194/visual_final/s17_100_056_line.png	line	WIERZBICKA: Wpiszemy cię do rejestru jako miejscową. Dom, Marta, żywy Jakub — wszystko zostaje.
res://reports/pkg_0194/visual_final/s17_100_057_line.png	line	Lena: Bez kosztu? Bez cudzej pamięci w mojej głowie?
res://reports/pkg_0194/visual_final/s17_100_058_line.png	line	WIERZBICKA: Procedura zachowuje rolę. Sprzeczne wspomnienia wygładzimy.
res://reports/pkg_0194/visual_final/s17_100_059_line.png	line	Lena: Odmawiam. Nie będę wygodnym zastępstwem.
res://reports/pkg_0194/visual_final/s17_100_060_rest.png	rest	Lena: Odmawiam. Nie będę wygodnym zastępstwem.
res://reports/pkg_0194/visual_final/s17_100_061_line.png	line	Lena: Potrzebuję twojej ręki na nadajniku. Dziesięć sekund, ty na wyłączniku.
res://reports/pkg_0194/visual_final/s17_100_062_line.png	line	JAKUB: Ten napęd muszę oddać przed końcem zmiany. Potem dziesięć sekund.
res://reports/pkg_0194/visual_final/s17_100_063_line.png	line	JAKUB: Mój nadajnik, moja ręka na wyłączniku.
res://reports/pkg_0194/visual_final/s17_100_064_line.png	line	Lena: Dziesięć.
res://reports/pkg_0194/visual_final/s17_100_065_rest.png	rest	Lena: Dziesięć.
res://reports/pkg_0194/visual_final/s18_100_066_line.png	line	Lena: Tablica trzech dróg. Marta przy oknie.
res://reports/pkg_0194/visual_final/s18_100_067_rest.png	rest	Lena: Tablica trzech dróg. Marta przy oknie.
res://reports/pkg_0194/visual_final/s18_100_068_line.png	line	TABLICA PROGNOZ: Wymuszenie domu: chroni mój powrót. Strata: jej miejsce. Niewiadoma: czy kanał da się zamknąć.
res://reports/pkg_0194/visual_final/s18_100_069_line.png	line	TABLICA PROGNOZ: Zamknięcie z odzyskaniem miejscowej: chroni jej powrót. Strata: mój adres. Niewiadoma: gdzie ja wtedy jestem.
res://reports/pkg_0194/visual_final/s18_100_070_line.png	line	TABLICA PROGNOZ: Przejście wzajemne: chroni obie. Strata: przeciek pamięci. Niewiadoma: co połączy się na stałe.
res://reports/pkg_0194/visual_final/s18_100_071_rest.png	rest	TABLICA PROGNOZ: Przejście wzajemne: chroni obie. Strata: przeciek pamięci. Niewiadoma: co połączy się na stałe.
res://reports/pkg_0194/visual_final/s18_100_072_line.png	line	Lena: Pokazuję Marcie zapis miejscowej: próbę o 20:40, warunek przerwania, brak jej zgody.
res://reports/pkg_0194/visual_final/s18_100_073_line.png	line	MARTA: Wiedziała czy zapytała? Ona mnie nie zapytała.
res://reports/pkg_0194/visual_final/s18_100_074_line.png	line	MARTA: Pomogę ją wyciągnąć. Potem odpowie mi sama.
res://reports/pkg_0194/visual_final/s18_100_075_rest.png	rest	MARTA: Pomogę ją wyciągnąć. Potem odpowie mi sama.
res://reports/pkg_0194/visual_final/s18_100_076_vignette.png	vignette	MARTA: Pomogę ją wyciągnąć. Potem odpowie mi sama.
res://reports/pkg_0194/visual_final/s18_100_077_line.png	line	Lena: Zatwierdzam wymuszenie domu. Moja prośba, mój ruch — nie jego wola.
res://reports/pkg_0194/visual_final/s18_100_078_line.png	line	Lena: Kładę rękę na słupku. Braki zostają nazwane.
res://reports/pkg_0194/visual_final/s18_100_079_rest.png	rest	Lena: Kładę rękę na słupku. Braki zostają nazwane.
res://reports/pkg_0194/visual_final/s18_100_080_line.png	line	Lena: Tablica trzech dróg. Marta przy oknie.
res://reports/pkg_0194/visual_final/s18_100_081_rest.png	rest	Lena: Tablica trzech dróg. Marta przy oknie.
res://reports/pkg_0194/visual_final/s14_100_082_line.png	line	Lena: Maszyna pracuje własnym cyklem. Zobaczę, co utrzyma.
res://reports/pkg_0194/visual_final/s14_100_083_rest.png	rest	Lena: Maszyna pracuje własnym cyklem. Zobaczę, co utrzyma.
res://reports/pkg_0194/visual_final/s14_100_084_line.png	line	Lena: Dziennik podstacji: fala korekty co siedem sekund.
res://reports/pkg_0194/visual_final/s14_100_085_line.png	line	Lena: Najpierw zobaczę, co most robi z sekcją. Nazwę to potem.
res://reports/pkg_0194/visual_final/s14_100_086_rest.png	rest	Lena: Najpierw zobaczę, co most robi z sekcją. Nazwę to potem.
res://reports/pkg_0194/visual_final/s14_100_087_line.png	line	Lena: Utrzymanie i uległość. Dwa ruchy jednej metody.
res://reports/pkg_0194/visual_final/s14_100_088_line.png	line	Lena: Sekcja pokazała różnicę, zanim dostała nazwę.
res://reports/pkg_0194/visual_final/s14_100_089_rest.png	rest	Lena: Sekcja pokazała różnicę, zanim dostała nazwę.
res://reports/pkg_0194/visual_final/s15_100_090_line.png	line	Lena: Pętla odpowiada własnym rytmem. Sprawdzam, czyje to echo.
res://reports/pkg_0194/visual_final/s15_100_091_rest.png	rest	Lena: Pętla odpowiada własnym rytmem. Sprawdzam, czyje to echo.
res://reports/pkg_0194/visual_final/s15_100_092_line.png	line	DZIENNIK PĘTLI: 20:40 — próba miejscowej. Kontakt przy pierwszym odczycie.
res://reports/pkg_0194/visual_final/s15_100_093_line.png	line	Lena: Ten sam odczyt, który ja zrobiłam przed rozwidleniem. Kontakt, nie portal.
res://reports/pkg_0194/visual_final/s15_100_094_line.png	line	DZIENNIK PĘTLI: Powtórka: pełna próbka i późniejszy powrót. Wyjście na czas: sam czytnik, bez próbki.
res://reports/pkg_0194/visual_final/s15_100_095_line.png	line	Lena: Komenda UCP przyszła po kontakcie. Ktoś przerwał ją z zewnątrz.
res://reports/pkg_0194/visual_final/s15_100_096_rest.png	rest	Lena: Komenda UCP przyszła po kontakcie. Ktoś przerwał ją z zewnątrz.
res://reports/pkg_0194/visual_final/s15_100_097_rest.png	rest	Lena: Komenda UCP przyszła po kontakcie. Ktoś przerwał ją z zewnątrz.
res://reports/pkg_0194/visual_final/s15_100_098_line.png	line	Lena: Impuls kontrolny wraca identyczny. Zapisuję, nie wierzę.
res://reports/pkg_0194/visual_final/s15_100_099_line.png	line	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_100_rest.png	rest	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_101_rest.png	rest	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_102_line.png	line	Lena: Impuls kontrolny wraca identyczny. Zapisuję, nie wierzę.
res://reports/pkg_0194/visual_final/s15_100_103_line.png	line	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_104_rest.png	rest	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_105_line.png	line	Lena: Dwa identyczne echa. Teraz w tym samym nadajniku przestawię jeden element trzeciej próby.
res://reports/pkg_0194/visual_final/s15_100_106_line.png	line	Lena: To moja świadoma decyzja. Jeśli odpowiedź poprawi tylko ten błąd, to nie nagranie.
res://reports/pkg_0194/visual_final/s15_100_107_rest.png	rest	Lena: To moja świadoma decyzja. Jeśli odpowiedź poprawi tylko ten błąd, to nie nagranie.
res://reports/pkg_0194/visual_final/s15_100_108_rest.png	rest	Lena: To moja świadoma decyzja. Jeśli odpowiedź poprawi tylko ten błąd, to nie nagranie.
res://reports/pkg_0194/visual_final/s15_100_109_vignette.png	vignette	Lena: To moja świadoma decyzja. Jeśli odpowiedź poprawi tylko ten błąd, to nie nagranie.
res://reports/pkg_0194/visual_final/s15_100_110_line.png	line	Lena: Odpowiedź poprawiła tylko mój celowy błąd. To żywy sygnał.
res://reports/pkg_0194/visual_final/s15_100_111_line.png	line	Lena: Nie ma jej w domu. Jest po drugiej stronie pętli.
res://reports/pkg_0194/visual_final/s15_100_112_rest.png	rest	Lena: Nie ma jej w domu. Jest po drugiej stronie pętli.
res://reports/pkg_0194/visual_final/s15_100_113_line.png	line	NOTATKA SERWISOWA: Brak odpowiedzi w trzy sekundy — przerwij. Bez jej zgody nie powtarzaj.
res://reports/pkg_0194/visual_final/s15_100_114_line.png	line	Lena: Zostawiła warunek przerwania. To była decyzja, nie wypadek.
res://reports/pkg_0194/visual_final/s15_100_115_line.png	line	Lena: Przerwę tak samo: po braku odpowiedzi. Za nią działać nie będę.
res://reports/pkg_0194/visual_final/s15_100_116_rest.png	rest	Lena: Przerwę tak samo: po braku odpowiedzi. Za nią działać nie będę.
res://reports/pkg_0194/visual_final/s16_100_117_line.png	line	Lena: Bezpieczny analizator pokaże, co zostaje po odpowiedzi.
res://reports/pkg_0194/visual_final/s16_100_118_rest.png	rest	Lena: Bezpieczny analizator pokaże, co zostaje po odpowiedzi.
res://reports/pkg_0194/visual_final/s16_100_119_line.png	line	Lena: Odpowiedź wchodzi do analizatora. Tryb ochronny trzyma obie wersje.
res://reports/pkg_0194/visual_final/s16_100_120_line.png	line	ANALIZATOR: Dwa odczyty jednego śladu. Wybierz, co może stracić ostrość.
res://reports/pkg_0194/visual_final/s16_100_121_line.png	line	Lena: Albo szczegół spotkania z Martą — kurtka na kaloryferze. Albo dokładna sekunda próbki.
res://reports/pkg_0194/visual_final/s16_100_122_line.png	line	Lena: Jedno zostanie ostre. Drugie straci ostrość. Wybieram przy selektorze.
res://reports/pkg_0194/visual_final/s16_100_123_rest.png	rest	Lena: Jedno zostanie ostre. Drugie straci ostrość. Wybieram przy selektorze.
res://reports/pkg_0194/visual_final/s16_100_124_line.png	line	Lena: Wybieram sekundę surowej próbki. Zapis pokaże lukę tam, gdzie była pełnia.
res://reports/pkg_0194/visual_final/s16_100_125_line.png	line	ANALIZATOR: Sekunda 20:40:07 — ostrość utracona. Reszta śladu czytelna.
res://reports/pkg_0194/visual_final/s16_100_126_line.png	line	Lena: Pamięć Marty zostaje cała. Płacę zapisem, nie nią.
res://reports/pkg_0194/visual_final/s16_100_127_rest.png	rest	Lena: Pamięć Marty zostaje cała. Płacę zapisem, nie nią.
res://reports/pkg_0194/visual_final/s16_100_128_line.png	line	ECHO DOMU: Marta: zgłosiłam zaginięcie. Wróć, kiedy będziesz mogła.
res://reports/pkg_0194/visual_final/s16_100_129_line.png	line	Lena: Dom poszedł dalej beze mnie. Jej tam nie ma — odpowiedź idzie spomiędzy.
res://reports/pkg_0194/visual_final/s16_100_130_line.png	line	Lena: To nie podmiana. Nikt nie zamienił się ze mną miejscami.
res://reports/pkg_0194/visual_final/s16_100_131_rest.png	rest	Lena: To nie podmiana. Nikt nie zamienił się ze mną miejscami.
res://reports/pkg_0194/visual_final/s17_100_132_line.png	line	Lena: Najpierw rejestr par. Potem rozmowa o zgodzie.
res://reports/pkg_0194/visual_final/s17_100_133_rest.png	rest	Lena: Najpierw rejestr par. Potem rozmowa o zgodzie.
res://reports/pkg_0194/visual_final/s17_100_134_line.png	line	REJESTR UCP: Para 04/17: stabilizacja Równi — katastrofa Linii 4 w jej domu.
res://reports/pkg_0194/visual_final/s17_100_135_line.png	line	REJESTR UCP: Drugi koniec pary: śmierć Jakuba tam, gdzie ja go pochowałam.
res://reports/pkg_0194/visual_final/s17_100_136_line.png	line	Lena: Ktoś utrzymuje zapis. Ktoś drugi zapłacił. Korelacja to nie dowód, że ona go zabiła.
res://reports/pkg_0194/visual_final/s17_100_137_rest.png	rest	Lena: Ktoś utrzymuje zapis. Ktoś drugi zapłacił. Korelacja to nie dowód, że ona go zabiła.
res://reports/pkg_0194/visual_final/s17_100_138_line.png	line	WIERZBICKA: Wpiszemy cię do rejestru jako miejscową. Dom, Marta, żywy Jakub — wszystko zostaje.
res://reports/pkg_0194/visual_final/s17_100_139_line.png	line	Lena: Bez kosztu? Bez cudzej pamięci w mojej głowie?
res://reports/pkg_0194/visual_final/s17_100_140_line.png	line	WIERZBICKA: Procedura zachowuje rolę. Sprzeczne wspomnienia wygładzimy.
res://reports/pkg_0194/visual_final/s17_100_141_line.png	line	Lena: Odmawiam. Nie będę wygodnym zastępstwem.
res://reports/pkg_0194/visual_final/s17_100_142_rest.png	rest	Lena: Odmawiam. Nie będę wygodnym zastępstwem.
res://reports/pkg_0194/visual_final/s17_100_143_line.png	line	Lena: Potrzebuję twojej ręki na nadajniku przy próbie.
res://reports/pkg_0194/visual_final/s17_100_144_line.png	line	JAKUB: Nadajnika do mnie nie podłączysz. Sprawdzę wskazania.
res://reports/pkg_0194/visual_final/s17_100_145_line.png	line	JAKUB: Ten napęd oddaję przed końcem zmiany. Tyle mogę.
res://reports/pkg_0194/visual_final/s17_100_146_line.png	line	Lena: Tyle wystarczy. Resztę zrobię sama.
res://reports/pkg_0194/visual_final/s17_100_147_rest.png	rest	Lena: Tyle wystarczy. Resztę zrobię sama.
res://reports/pkg_0194/visual_final/s18_100_148_line.png	line	Lena: Tablica trzech dróg. Marta przy oknie.
res://reports/pkg_0194/visual_final/s18_100_149_rest.png	rest	Lena: Tablica trzech dróg. Marta przy oknie.
res://reports/pkg_0194/visual_final/s18_100_150_line.png	line	TABLICA PROGNOZ: Wymuszenie domu: brak. Wymaga pełnej zgody — luka: brak zgody Jakuba.
res://reports/pkg_0194/visual_final/s18_100_151_line.png	line	TABLICA PROGNOZ: Zamknięcie z odzyskaniem miejscowej: chroni jej powrót. Strata: mój adres. Niewiadoma: gdzie ja wtedy jestem.
res://reports/pkg_0194/visual_final/s18_100_152_line.png	line	TABLICA PROGNOZ: Przejście wzajemne: brak. Wymaga pełnej zgody — luka: brak zgody Jakuba.
res://reports/pkg_0194/visual_final/s18_100_153_rest.png	rest	TABLICA PROGNOZ: Przejście wzajemne: brak. Wymaga pełnej zgody — luka: brak zgody Jakuba.
res://reports/pkg_0194/visual_final/s18_100_154_line.png	line	Lena: Mówię Marcie o sygnale. Warunek przerwania pomijam — tego fragmentu nie pokazuję.
res://reports/pkg_0194/visual_final/s18_100_155_line.png	line	MARTA: Coś chowasz. Ratunek tak, resztę powiesz, kiedy będziesz gotowa.
res://reports/pkg_0194/visual_final/s18_100_156_line.png	line	MARTA: Klucz synchronizacji dostaniesz przy pełnym zapisie. Nie przy legendzie.
res://reports/pkg_0194/visual_final/s18_100_157_rest.png	rest	MARTA: Klucz synchronizacji dostaniesz przy pełnym zapisie. Nie przy legendzie.
res://reports/pkg_0194/visual_final/s18_100_158_vignette.png	vignette	MARTA: Klucz synchronizacji dostaniesz przy pełnym zapisie. Nie przy legendzie.
res://reports/pkg_0194/visual_final/s18_100_159_line.png	line	Lena: Zatwierdzam zamknięcie z odzyskaniem miejscowej. Oddaję jej miejsce.
res://reports/pkg_0194/visual_final/s18_100_160_line.png	line	Lena: Moja prośba, mój ruch. Bez jej adresu nie wracam.
res://reports/pkg_0194/visual_final/s18_100_161_rest.png	rest	Lena: Moja prośba, mój ruch. Bez jej adresu nie wracam.
res://reports/pkg_0194/visual_final/s14_100_162_line.png	line	Lena: Maszyna pracuje własnym cyklem. Zobaczę, co utrzyma.
res://reports/pkg_0194/visual_final/s14_100_163_rest.png	rest	Lena: Maszyna pracuje własnym cyklem. Zobaczę, co utrzyma.
res://reports/pkg_0194/visual_final/s14_100_164_line.png	line	Lena: Dziennik podstacji: fala korekty co siedem sekund.
res://reports/pkg_0194/visual_final/s14_100_165_line.png	line	Lena: Najpierw zobaczę, co most robi z sekcją. Nazwę to potem.
res://reports/pkg_0194/visual_final/s14_100_166_rest.png	rest	Lena: Najpierw zobaczę, co most robi z sekcją. Nazwę to potem.
res://reports/pkg_0194/visual_final/s14_100_167_line.png	line	Lena: Utrzymanie i uległość. Dwa ruchy jednej metody.
res://reports/pkg_0194/visual_final/s14_100_168_line.png	line	Lena: Sekcja pokazała różnicę, zanim dostała nazwę.
res://reports/pkg_0194/visual_final/s14_100_169_rest.png	rest	Lena: Sekcja pokazała różnicę, zanim dostała nazwę.
res://reports/pkg_0194/visual_final/s15_100_170_line.png	line	Lena: Pętla odpowiada własnym rytmem. Sprawdzam, czyje to echo.
res://reports/pkg_0194/visual_final/s15_100_171_rest.png	rest	Lena: Pętla odpowiada własnym rytmem. Sprawdzam, czyje to echo.
res://reports/pkg_0194/visual_final/s15_100_172_line.png	line	DZIENNIK PĘTLI: 20:40 — próba miejscowej. Kontakt przy pierwszym odczycie.
res://reports/pkg_0194/visual_final/s15_100_173_line.png	line	Lena: Ten sam odczyt, który ja zrobiłam przed rozwidleniem. Kontakt, nie portal.
res://reports/pkg_0194/visual_final/s15_100_174_line.png	line	DZIENNIK PĘTLI: Powtórka: pełna próbka i późniejszy powrót. Wyjście na czas: sam czytnik, bez próbki.
res://reports/pkg_0194/visual_final/s15_100_175_line.png	line	Lena: Komenda UCP przyszła po kontakcie. Ktoś przerwał ją z zewnątrz.
res://reports/pkg_0194/visual_final/s15_100_176_rest.png	rest	Lena: Komenda UCP przyszła po kontakcie. Ktoś przerwał ją z zewnątrz.
res://reports/pkg_0194/visual_final/s15_100_177_rest.png	rest	Lena: Komenda UCP przyszła po kontakcie. Ktoś przerwał ją z zewnątrz.
res://reports/pkg_0194/visual_final/s15_100_178_line.png	line	Lena: Impuls kontrolny wraca identyczny. Zapisuję, nie wierzę.
res://reports/pkg_0194/visual_final/s15_100_179_line.png	line	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_180_rest.png	rest	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_181_rest.png	rest	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_182_line.png	line	Lena: Impuls kontrolny wraca identyczny. Zapisuję, nie wierzę.
res://reports/pkg_0194/visual_final/s15_100_183_line.png	line	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_184_rest.png	rest	Lena: To może być nagranie. Potrzebuję drugiego takiego samego.
res://reports/pkg_0194/visual_final/s15_100_185_line.png	line	Lena: Dwa identyczne echa. Teraz w tym samym nadajniku przestawię jeden element trzeciej próby.
res://reports/pkg_0194/visual_final/s15_100_186_line.png	line	Lena: To moja świadoma decyzja. Jeśli odpowiedź poprawi tylko ten błąd, to nie nagranie.
res://reports/pkg_0194/visual_final/s15_100_187_rest.png	rest	Lena: To moja świadoma decyzja. Jeśli odpowiedź poprawi tylko ten błąd, to nie nagranie.
res://reports/pkg_0194/visual_final/s15_100_188_rest.png	rest	Lena: To moja świadoma decyzja. Jeśli odpowiedź poprawi tylko ten błąd, to nie nagranie.
res://reports/pkg_0194/visual_final/s15_100_189_vignette.png	vignette	Lena: To moja świadoma decyzja. Jeśli odpowiedź poprawi tylko ten błąd, to nie nagranie.
res://reports/pkg_0194/visual_final/s15_100_190_line.png	line	Lena: Odpowiedź poprawiła tylko mój celowy błąd. To żywy sygnał.
res://reports/pkg_0194/visual_final/s15_100_191_line.png	line	Lena: Nie ma jej w domu. Jest po drugiej stronie pętli.
res://reports/pkg_0194/visual_final/s15_100_192_rest.png	rest	Lena: Nie ma jej w domu. Jest po drugiej stronie pętli.
res://reports/pkg_0194/visual_final/s15_100_193_line.png	line	NOTATKA SERWISOWA: Brak odpowiedzi w trzy sekundy — przerwij. Bez jej zgody nie powtarzaj.
res://reports/pkg_0194/visual_final/s15_100_194_line.png	line	Lena: Zostawiła warunek przerwania. To była decyzja, nie wypadek.
res://reports/pkg_0194/visual_final/s15_100_195_line.png	line	Lena: Przerwę tak samo: po braku odpowiedzi. Za nią działać nie będę.
res://reports/pkg_0194/visual_final/s15_100_196_rest.png	rest	Lena: Przerwę tak samo: po braku odpowiedzi. Za nią działać nie będę.
res://reports/pkg_0194/visual_final/s16_100_197_line.png	line	Lena: Bezpieczny analizator pokaże, co zostaje po odpowiedzi.
res://reports/pkg_0194/visual_final/s16_100_198_rest.png	rest	Lena: Bezpieczny analizator pokaże, co zostaje po odpowiedzi.
res://reports/pkg_0194/visual_final/s16_100_199_line.png	line	Lena: Odpowiedź wchodzi do analizatora. Tryb ochronny trzyma obie wersje.
res://reports/pkg_0194/visual_final/s16_100_200_line.png	line	ANALIZATOR: Dwa odczyty jednego śladu. Wybierz, co może stracić ostrość.
