surface	mode	path	driver	width	height	textless	md5	measurement	heuristic
station_11	key_object	reports/pkg_0182/visual/station_11__key_object.png	Windows	640	360	false	d21877fa9ec8c68e088136e40a383452	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_11	interaction	reports/pkg_0182/visual/station_11__interaction.png	Windows	640	360	false	021c6515661213a5eaac86a5790c80c2	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_11	m3_mono	reports/pkg_0182/visual/station_11__m3_mono.png	Windows	640	360	true	e206538d0c3b77d5b88205393f368aae	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_12	normal	reports/pkg_0182/visual/station_12__normal.png	Windows	640	360	false	8d49a66cda3601c3c88544015bd251fe	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_12	key_object	reports/pkg_0182/visual/station_12__key_object.png	Windows	640	360	false	bdac0be20c994634ca9bcb194db56f3e	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_12	interaction	reports/pkg_0182/visual/station_12__interaction.png	Windows	640	360	false	534b8aa634be8f4c53a1c4ac1b12bd86	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_12	m3_mono	reports/pkg_0182/visual/station_12__m3_mono.png	Windows	640	360	true	33a84d36312db75d8f2d31c616c53128	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_13	normal	reports/pkg_0182/visual/station_13__normal.png	Windows	640	360	false	02ed5ddfbe6c2aca8b8866e4b5e97b9f	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_13	key_object	reports/pkg_0182/visual/station_13__key_object.png	Windows	640	360	false	88574314f4fd90edfc65571305a7945a	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_13	interaction	reports/pkg_0182/visual/station_13__interaction.png	Windows	640	360	false	12ba11d822fbb74e6145eb4d8d254e76	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_13	m3_mono	reports/pkg_0182/visual/station_13__m3_mono.png	Windows	640	360	true	e82104da44ab41617ebb7610404eefc8	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	normal	reports/pkg_0182/visual/station_14__normal.png	Windows	640	360	false	530da7ac964f8ced58bfe119edd9fb24	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	key_object	reports/pkg_0182/visual/station_14__key_object.png	Windows	640	360	false	3310f837764f2e9ac54614da36f7d3f0	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	interaction	reports/pkg_0182/visual/station_14__interaction.png	Windows	640	360	false	9e6f14be3fb56fb5aac2b1ca883cd0f4	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	m3_mono	reports/pkg_0182/visual/station_14__m3_mono.png	Windows	640	360	true	244c3b00e85618a462c18c6f247ff3dd	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_14	reduced_motion	reports/pkg_0182/visual/station_14__reduced_motion.png	Windows	640	360	false	742b7d9412c9e2fd345cf8088f131eec	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_15	normal	reports/pkg_0182/visual/station_15__normal.png	Windows	640	360	false	863f19070cd5efcdd21bfd2eac4b6ff7	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_15	key_object	reports/pkg_0182/visual/station_15__key_object.png	Windows	640	360	false	56237d998f4cd440dc513c9716e2d32d	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_15	interaction	reports/pkg_0182/visual/station_15__interaction.png	Windows	640	360	false	d65f8434d2f6b2947cdf44873c6f6f71	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_15	m3_mono	reports/pkg_0182/visual/station_15__m3_mono.png	Windows	640	360	true	ac8aaedcb6d15a070c6cbf343a74e0c0	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_16	normal	reports/pkg_0182/visual/station_16__normal.png	Windows	640	360	false	6e48909959afd999f085fff5b084612f	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_16	key_object	reports/pkg_0182/visual/station_16__key_object.png	Windows	640	360	false	414635c0c70461438b0f99dc7a42dd1e	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_16	interaction	reports/pkg_0182/visual/station_16__interaction.png	Windows	640	360	false	18e27c573dba957fb8b84a35603497a0	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_16	m3_mono	reports/pkg_0182/visual/station_16__m3_mono.png	Windows	640	360	true	8f1a435a057149e0c59cb03608df6497	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_17	normal	reports/pkg_0182/visual/station_17__normal.png	Windows	640	360	false	2b3ebe279f16f498a26b5e78a3ace334	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_17	key_object	reports/pkg_0182/visual/station_17__key_object.png	Windows	640	360	false	abf799666649563f70329c057316e77e	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_17	interaction	reports/pkg_0182/visual/station_17__interaction.png	Windows	640	360	false	f051702d82c08d2ac16a32b8bdd35673	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_17	m3_mono	reports/pkg_0182/visual/station_17__m3_mono.png	Windows	640	360	true	8824e76063bf3be48f47bb269cdcb0e2	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_18	normal	reports/pkg_0182/visual/station_18__normal.png	Windows	640	360	false	36e4142d957ce2dfbff01228c78c49ab	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_18	key_object	reports/pkg_0182/visual/station_18__key_object.png	Windows	640	360	false	a9e360ca01bfa429a47927fde972febe	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_18	interaction	reports/pkg_0182/visual/station_18__interaction.png	Windows	640	360	false	7bbdc11fbd8931bc36bb72c017feb5d4	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_18	m3_mono	reports/pkg_0182/visual/station_18__m3_mono.png	Windows	640	360	true	c1f86c9f055bd245b5a9b9dee290f66f	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42a	normal	reports/pkg_0182/visual/station_42a__normal.png	Windows	640	360	false	c9a98dc99a8ea3d16927621bd867e9d7	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42a	key_object	reports/pkg_0182/visual/station_42a__key_object.png	Windows	640	360	false	39fd584187a1e37ec542ce30c65933a1	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42a	interaction	reports/pkg_0182/visual/station_42a__interaction.png	Windows	640	360	false	e3d3866c2650446807d498977414917f	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42a	m3_mono	reports/pkg_0182/visual/station_42a__m3_mono.png	Windows	640	360	true	45347dbf8e2bfb0ce8ca1d9272865f85	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42b	normal	reports/pkg_0182/visual/station_42b__normal.png	Windows	640	360	false	00e3435d01d06c93f4bcc1678f3ffd7f	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42b	key_object	reports/pkg_0182/visual/station_42b__key_object.png	Windows	640	360	false	6e7fb2a9f2d8f651fd634270ab63ec22	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42b	interaction	reports/pkg_0182/visual/station_42b__interaction.png	Windows	640	360	false	314e3c1b58a1adfdcf3c16faeebad106	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42b	m3_mono	reports/pkg_0182/visual/station_42b__m3_mono.png	Windows	640	360	true	eca05dd35a2ce30c6e1452afc9a53d1d	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42c	normal	reports/pkg_0182/visual/station_42c__normal.png	Windows	640	360	false	f00c21298e6f8c22017416f9ea134b71	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42c	key_object	reports/pkg_0182/visual/station_42c__key_object.png	Windows	640	360	false	894ff3f7ba4ebb75828c882d5bb73f1a	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42c	interaction	reports/pkg_0182/visual/station_42c__interaction.png	Windows	640	360	false	fdc672c7bc72cfb214e01320e0eae879	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_42c	m3_mono	reports/pkg_0182/visual/station_42c__m3_mono.png	Windows	640	360	true	0b4974d54325968a61a9120e8ed7ba9f	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_43	normal	reports/pkg_0182/visual/station_43__normal.png	Windows	640	360	false	e391ed4f117f8244f947171199520618	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_43	key_object	reports/pkg_0182/visual/station_43__key_object.png	Windows	640	360	false	63657918cf2d6cece89a9b7662c632d4	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_43	interaction	reports/pkg_0182/visual/station_43__interaction.png	Windows	640	360	false	9edc0285a0236f1060586dd8fbc23c32	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
station_43	m3_mono	reports/pkg_0182/visual/station_43__m3_mono.png	Windows	640	360	true	06c0d2a1ea7ea89cd7e9b03c8979d5de	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
anchor_yield	neutral	reports/pkg_0182/visual/anchor_yield__neutral.png	Windows	640	360	false	3e480fc541f5f16ed2486acb869a1e1c	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
anchor_yield	anchor	reports/pkg_0182/visual/anchor_yield__anchor.png	Windows	640	360	false	c9b53812da0d2ab9ca4c47cd058fc7aa	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
anchor_yield	yield_correction	reports/pkg_0182/visual/anchor_yield__yield_correction.png	Windows	640	360	false	c3fb9b6687ed2fd1f90e961075f1becd	640x360,pixel-grid capture	HEURISTIC-PASS: hierarchy,silhouette,focal-point,material,depth,rhythm,lighting,palette,identity,clutter reviewed in montages
